Age,Gender,Education Level,Job Title,Years of Experience,Salary
45,Male,Master's Degree,Senior Software Engineer,22,181902
33,Female,Master's Degree,Full Stack Engineer,9,136533
42,Male,Master's Degree,Full Stack Engineer,19,176643
30,Male,Master's Degree,Front end Developer,6,99363
43,Female,Master's Degree,Senior Software Engineer,19,152944
44,Male,Master's Degree,Full Stack Engineer,21,168906
39,Female,Master's Degree,Senior Software Engineer,14,135853
51,Male,Master's Degree,Senior Software Engineer,28,186610
26,Male,Master's Degree,Full Stack Engineer,4,85825
49,Male,Master's Degree,Front end Developer,24,174726
43,Male,Master's Degree,Full Stack Engineer,21,187951
29,Female,Master's Degree,Full Stack Engineer,5,102868
31,Male,Master's Degree,Back end Developer,8,111535
30,Female,Master's Degree,Senior Project Engineer,6,107906
28,Male,Master's Degree,Senior Software Engineer,6,108607
27,Female,Master's Degree,Front end Developer,4,75969
41,Male,Master's Degree,Senior Project Engineer,15,143705
32,Female,Master's Degree,Full Stack Engineer,8,123781
52,Male,Master's Degree,Senior Project Engineer,28,187120
49,Male,Master's Degree,Full Stack Engineer,22,179045
35,Female,Master's Degree,Senior Software Engineer,10,130355
33,Male,Master's Degree,Senior Project Engineer,10,117314
33,Female,Master's Degree,Full Stack Engineer,11,129686
51,Female,Master's Degree,Senior Project Engineer,25,177913
26,Male,Master's Degree,Full Stack Engineer,3,68472
31,Female,Master's Degree,Senior Software Engineer,6,113065
32,Male,Master's Degree,Senior Project Engineer,9,126916
26,Female,Master's Degree,Front end Developer,4,76898
33,Male,Master's Degree,Data Analyst,8,120000
35,Female,Master's Degree,Software Engineer,9,140000
37,Female,Master's Degree,Data Scientist,11,160000
24,Female,Master's Degree,Software Engineer,2,60000
31,Male,Master's Degree,Data Scientist,7,130000
30,Female,Master's Degree,Product Manager,6,110000
33,Female,Master's Degree,Data Analyst,8,100000
36,Male,Master's Degree,Product Manager,10,160000
34,Female,Master's Degree,Data Scientist,9,140000
32,Female,Master's Degree,Product Manager,7,120000
25,Male,Master's Degree,Software Engineer,2,60000
34,Male,Master's Degree,Data Analyst,8,100000
42,Male,Master's Degree,Product Manager,14,180000
35,Female,Master's Degree,Data Analyst,9,120000
34,Male,Master's Degree,Data Scientist,9,140000
32,Male,Master's Degree,Product Manager,7,110000
25,Female,Master's Degree,Software Engineer,2,60000
34,Male,Master's Degree,Data Analyst,8,100000
42,Male,Master's Degree,Product Manager,14,180000
35,Female,Master's Degree,Data Analyst,9,120000
34,Male,Master's Degree,Data Scientist,9,140000
32,Male,Master's Degree,Product Manager,7,110000
25,Female,Master's Degree,Software Engineer,2,60000
34,Male,Master's Degree,Data Analyst,8,100000
42,Male,Master's Degree,Product Manager,14,180000
35,Female,Master's Degree,Data Analyst,9,120000
34,Male,Master's Degree,Data Scientist,9,140000
32,Male,Master's Degree,Product Manager,7,110000
25,Female,Master's Degree,Software Engineer,2,60000
34,Male,Master's Degree,Data Analyst,8,100000
42,Male,Master's Degree,Product Manager,14,180000
35,Female,Master's Degree,Data Analyst,9,120000
34,Male,Master's Degree,Data Scientist,9,140000
32,Male,Master's Degree,Product Manager,7,110000
25,Female,Master's Degree,Software Engineer,2,60000
34,Male,Master's Degree,Data Analyst,8,100000
42,Male,Master's Degree,Product Manager,14,180000
35,Female,Master's Degree,Data Analyst,9,120000
34,Male,Master's Degree,Data Scientist,9,140000
32,Male,Master's Degree,Product Manager,7,110000
25,Female,Master's Degree,Software Engineer,2,60000
34,Male,Master's Degree,Data Analyst,8,100000
42,Male,Master's Degree,Product Manager,14,180000
35,Female,Master's Degree,Data Analyst,9,120000
45,Male,Master's Degree,Software Engineer Manager,19,163780
30,Female,Master's Degree,Senior Project Engineer,4,92438
28,Male,Master's Degree,Full Stack Engineer,5,84181
44,Male,Master's Degree,Senior Software Engineer,18,152168
35,Male,Master's Degree,Full Stack Engineer,9,131547
46,Male,Master's Degree,Senior Software Engineer,20,174938
26,Male,Master's Degree,Front end Developer,3,73640
36,Male,Master's Degree,Full Stack Engineer,11,138859
49,Male,Master's Degree,Software Engineer Manager,23,182392
35,Female,Master's Degree,Full Stack Engineer,11,151078
43,Male,Master's Degree,Full Stack Engineer,20,167924
33,Female,Master's Degree,Senior Project Engineer,10,113334
36,Female,Master's Degree,Senior Software Engineer,13,140010
50,Female,Master's Degree,Full Stack Engineer,24,192756
52,Male,Master's Degree,Senior Software Engineer,27,186794
38,Male,Master's Degree,Full Stack Engineer,15,171652
33,Female,Master's Degree,Front end Developer,9,119918
45,Female,Master's Degree,Senior Software Engineer,23,174336
42,Female,Master's Degree,Full Stack Engineer,14,163978
54,Male,Master's Degree,Senior Software Engineer,32,195270
33,Female,Master's Degree,Full Stack Engineer,8,122970
26,Male,Master's Degree,Full Stack Engineer,4,91062
31,Female,Master's Degree,Senior Software Engineer,6,114290
32,Male,Master's Degree,Senior Project Engineer,8,122354
26,Female,Master's Degree,Front end Developer,3,73218
48,Female,Master's Degree,Senior Software Engineer,24,184480
30,Female,Master's Degree,Full Stack Engineer,5,102828
40,Male,Master's Degree,Software Engineer Manager,16,150301
36,Male,Master's Degree,Full Stack Engineer,13,147326
26,Male,Master's Degree,Full Stack Engineer,4,91397
30,Female,Master's Degree,Senior Project Engineer,5,100867
45,Male,Master's Degree,Senior Software Engineer,22,182506
33,Female,Master's Degree,Full Stack Engineer,9,136986
42,Male,Master's Degree,Full Stack Engineer,19,177347
34,Male,Master's Degree,Software Engineer Manager,9,146075
35,Male,Master's Degree,Full Stack Engineer,9,132638
54,Male,Master's Degree,Full Stack Engineer,28,191239
26,Female,Master's Degree,Front end Developer,2,65840
48,Female,Master's Degree,Senior Software Engineer,23,185038
30,Female,Master's Degree,Full Stack Engineer,6,110707
40,Male,Master's Degree,Software Engineer Manager,17,151670
36,Male,Master's Degree,Full Stack Engineer,13,146508
26,Male,Master's Degree,Full Stack Engineer,3,70216
30,Female,Master's Degree,Senior Project Engineer,5,101733
45,Male,Master's Degree,Senior Software Engineer,21,180367
33,Female,Master's Degree,Full Stack Engineer,9,135596
42,Male,Master's Degree,Full Stack Engineer,19,177347
34,Male,Master's Degree,Software Engineer Manager,9,146075
35,Male,Master's Degree,Full Stack Engineer,9,132638
54,Male,Master's Degree,Full Stack Engineer,28,191239
26,Female,Master's Degree,Front end Developer,2,65840
48,Female,Master's Degree,Senior Software Engineer,23,185038
30,Female,Master's Degree,Full Stack Engineer,6,110707
40,Male,Master's Degree,Software Engineer Manager,17,151670
36,Male,Master's Degree,Full Stack Engineer,13,146508
26,Male,Master's Degree,Full Stack Engineer,3,70216
30,Female,Master's Degree,Senior Project Engineer,5,101733
45,Male,Master's Degree,Senior Software Engineer,21,180367
33,Female,Master's Degree,Full Stack Engineer,9,135596
42,Male,Master's Degree,Full Stack Engineer,19,177347
45,Male,Master's Degree,Software Engineer Manager,19,163780
30,Female,Master's Degree,Senior Project Engineer,4,92438
28,Male,Master's Degree,Full Stack Engineer,5,84181
44,Male,Master's Degree,Senior Software Engineer,18,152168
35,Male,Master's Degree,Full Stack Engineer,9,131547
46,Male,Master's Degree,Senior Software Engineer,20,174938
26,Male,Master's Degree,Front end Developer,3,73640
36,Male,Master's Degree,Full Stack Engineer,11,138859
49,Male,Master's Degree,Software Engineer Manager,23,182392
35,Female,Master's Degree,Full Stack Engineer,11,151078
43,Male,Master's Degree,Full Stack Engineer,20,167924
33,Female,Master's Degree,Senior Project Engineer,10,113334
36,Female,Master's Degree,Senior Software Engineer,13,140010
50,Female,Master's Degree,Full Stack Engineer,24,192756
52,Male,Master's Degree,Senior Software Engineer,27,186794
38,Male,Master's Degree,Full Stack Engineer,15,171652
33,Female,Master's Degree,Front end Developer,9,119918
45,Female,Master's Degree,Senior Software Engineer,23,174336
42,Female,Master's Degree,Full Stack Engineer,14,163978
54,Male,Master's Degree,Senior Software Engineer,32,195270
33,Female,Master's Degree,Full Stack Engineer,8,122970
26,Male,Master's Degree,Full Stack Engineer,4,91062
31,Female,Master's Degree,Senior Software Engineer,6,114290
32,Male,Master's Degree,Senior Project Engineer,8,122354
26,Female,Master's Degree,Front end Developer,3,73218
48,Female,Master's Degree,Senior Software Engineer,24,184480
30,Female,Master's Degree,Full Stack Engineer,5,102828
40,Male,Master's Degree,Software Engineer Manager,16,150301
36,Male,Master's Degree,Full Stack Engineer,13,147326
26,Male,Master's Degree,Full Stack Engineer,4,91397
30,Female,Master's Degree,Senior Project Engineer,5,100867
45,Male,Master's Degree,Senior Software Engineer,22,182506
33,Female,Master's Degree,Full Stack Engineer,9,136986
42,Male,Master's Degree,Full Stack Engineer,19,177347
34,Male,Master's Degree,Software Engineer Manager,9,146075
35,Male,Master's Degree,Full Stack Engineer,9,132638
54,Male,Master's Degree,Full Stack Engineer,28,191239
26,Female,Master's Degree,Front end Developer,2,65840
48,Female,Master's Degree,Senior Software Engineer,23,185038
30,Female,Master's Degree,Full Stack Engineer,6,110707
40,Male,Master's Degree,Software Engineer Manager,17,151670
36,Male,Master's Degree,Full Stack Engineer,13,146508
26,Male,Master's Degree,Full Stack Engineer,3,70216
30,Female,Master's Degree,Senior Project Engineer,5,101733
45,Male,Master's Degree,Senior Software Engineer,21,180367
33,Female,Master's Degree,Full Stack Engineer,9,135596
42,Male,Master's Degree,Full Stack Engineer,19,177347
34,Male,Master's Degree,Software Engineer Manager,9,146075
35,Male,Master's Degree,Full Stack Engineer,9,132638
54,Male,Master's Degree,Full Stack Engineer,28,191239
26,Female,Master's Degree,Front end Developer,2,65840
48,Female,Master's Degree,Senior Software Engineer,23,185038
30,Female,Master's Degree,Full Stack Engineer,6,110707
40,Male,Master's Degree,Software Engineer Manager,17,151670
36,Male,Master's Degree,Full Stack Engineer,13,146508
26,Male,Master's Degree,Full Stack Engineer,3,70216
30,Female,Master's Degree,Senior Project Engineer,5,101733
45,Male,Master's Degree,Senior Software Engineer,21,180367
33,Female,Master's Degree,Full Stack Engineer,9,135596
42,Male,Master's Degree,Full Stack Engineer,19,177347
45,Male,Master's Degree,Software Engineer Manager,19,163780
30,Female,Master's Degree,Senior Project Engineer,4,92438
28,Male,Master's Degree,Full Stack Engineer,5,84181
44,Male,Master's Degree,Senior Software Engineer,18,152168
35,Male,Master's Degree,Full Stack Engineer,9,131547
46,Male,Master's Degree,Senior Software Engineer,20,174938
26,Male,Master's Degree,Front end Developer,3,73640
36,Male,Master's Degree,Full Stack Engineer,11,138859
49,Male,Master's Degree,Software Engineer Manager,23,182392
35,Female,Master's Degree,Full Stack Engineer,11,151078
43,Male,Master's Degree,Full Stack Engineer,20,167924
33,Female,Master's Degree,Senior Project Engineer,10,113334
36,Female,Master's Degree,Senior Software Engineer,13,140010
50,Female,Master's Degree,Full Stack Engineer,24,192756
52,Male,Master's Degree,Senior Software Engineer,27,186794
38,Male,Master's Degree,Full Stack Engineer,15,171652
33,Female,Master's Degree,Front end Developer,9,119918
45,Female,Master's Degree,Senior Software Engineer,23,174336
42,Female,Master's Degree,Full Stack Engineer,14,163978
54,Male,Master's Degree,Senior Software Engineer,32,195270
33,Female,Master's Degree,Full Stack Engineer,8,122970
26,Male,Master's Degree,Full Stack Engineer,4,91062
31,Female,Master's Degree,Senior Software Engineer,6,114290
32,Male,Master's Degree,Senior Project Engineer,8,122354
26,Female,Master's Degree,Front end Developer,3,73218
48,Female,Master's Degree,Senior Software Engineer,23,185038
30,Female,Master's Degree,Full Stack Engineer,5,102828
40,Male,Master's Degree,Software Engineer Manager,16,150301
36,Male,Master's Degree,Full Stack Engineer,13,147326
26,Male,Master's Degree,Full Stack Engineer,3,91397
30,Female,Master's Degree,Senior Project Engineer,5,100867
45,Male,Master's Degree,Senior Software Engineer,22,182506
33,Female,Master's Degree,Full Stack Engineer,9,136986
42,Male,Master's Degree,Full Stack Engineer,19,177347
36,Female,Master's Degree,Senior Software Engineer,14,141090
33,Female,Master's Degree,Back end Developer,9,124141
50,Female,Master's Degree,Senior Project Engineer,22,182768
38,Male,Master's Degree,Senior Software Engineer,14,147708
31,Male,Master's Degree,Full Stack Engineer,8,120288
35,Female,Master's Degree,Senior Software Engineer,11,134979
27,Female,Master's Degree,Full Stack Engineer,4,83577
36,Female,Master's Degree,Senior Project Engineer,11,134482
26,Male,Master's Degree,Full Stack Engineer,3,88678
38,Male,Master's Degree,Software Engineer Manager,16,154990
42,Male,Master's Degree,Senior Software Engineer,19,175684
36,Female,Master's Degree,Full Stack Engineer,13,144647
33,Female,Master's Degree,Front end Developer,9,121120
50,Female,Master's Degree,Senior Software Engineer,21,177002
27,Male,Master's Degree,Back end Developer,5,87584
31,Female,Master's Degree,Full Stack Engineer,7,108799
45,Female,Master's Degree,Software Engineer Manager,22,183530
28,Female,Master's Degree,Full Stack Engineer,4,82697
36,Female,Master's Degree,Senior Project Engineer,12,130356
33,Female,Master's Degree,Front end Developer,9,121432
50,Female,Master's Degree,Senior Software Engineer,23,183690
38,Male,Master's Degree,Senior Software Engineer,15,148437
31,Male,Master's Degree,Full Stack Engineer,8,
32,Female,Master's Degree,Product Manager,5,100000
33,Female,Master's Degree,Data Analyst,6,90000
36,Female,Master's Degree,Data Scientist,8,130000
34,Female,Master's Degree,Product Manager,7,120000
34,Male,Master's Degree,Data Analyst,8,100000
42,Male,Master's Degree,Product Manager,14,180000
35,Female,Master's Degree,Data Analyst,9,120000
34,Male,Master's Degree,Data Scientist,9,140000
32,Male,Master's Degree,Product Manager,7,110000
25,Female,Master's Degree,Software Engineer,2,60000
34,Male,Master's Degree,Data Analyst,8,100000
42,Male,Master's Degree,Product Manager,14,180000
35,Female,Master's Degree,Data Analyst,9,120000
34,Male,Master's Degree,Data Scientist,9,140000
32,Male,Master's Degree,Product Manager,7,110000
25,Female,Master's Degree,Software Engineer,2,60000
34,Male,Master's Degree,Data Analyst,8,100000
42,Male,Master's Degree,Product Manager,14,180000
35,Female,Master's Degree,Data Analyst,9,120000
34,Male,Master's Degree,Data Scientist,9,140000
32,Male,Master's Degree,Product Manager,7,110000
25,Female,Master's Degree,Software Engineer,2,60000
34,Male,Master's Degree,Data Analyst,8,100000
42,Male,Master's Degree,Product Manager,14,180000
35,Female,Master's Degree,Data Analyst,9,120000
34,Male,Master's Degree,Data Scientist,9,140000
32,Male,Master's Degree,Product Manager,7,110000
25,Female,Master's Degree,Software Engineer,2,60000
